name,award,year,region,dl_profile,double_underscore_content
"McCarthy, John",ACM A. M. Turing Award,1971,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81406600200,
"Ousterhout, John",ACM Grace Murray Hopper Award,1987,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100458121,
"Ousterhout, John",ACM Software System Award,1997,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100458121,
"Ellis, John R.",ACM Doctoral Dissertation Award,1985,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81339498182,
"Stone, John",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Criswell, John T",ACM Doctoral Dissertation Award,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81350594207,
"Carr III, John W.",ACM Distinguished Service Award,1975,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100073002,
"Warnock, John",ACM Software System Award,1989,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100406185,
"Weigand, John",ACM Software System Award,2011,North America,https://dl.acm.orgN/A,
"Kleinberg, Jon",ACM Prize in Computing,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100288264,
"Kleinberg, Jon",ACM AAAI Allen Newell Award,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100288264,
"Peticolas, Jon L.",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Frederic, Jonathan",ACM Software System Award,2017,North America,https://dl.acm.orgN/A,
"Herlocker, Jonathan",ACM Software System Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100461010,
"Lifflander, Jonathan",ACM-IEEE CS George Michael Memorial HPC Fellowships,2013,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81502795727,
"Insley, Joseph A",ACM Gordon Bell Prize,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100626023,
"Fisher, Joseph A. (Josh)",ACM-IEEE CS Eckert-Mauchly Award,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100550305,
"Bank, Joseph A.",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100590559,
"Bank, Joseph A.",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100590559,
"Gagliardo, Joseph",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81361604801,
"Halpern, Joseph",ACM AAAI Allen Newell Award,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100537160,
"Konstan, Joseph A",ACM Software System Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100049091,
"Konstan, Joseph A",Outstanding Contribution to ACM Award,2022,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100049091,
"DeBlasi, Joseph S",Outstanding Contribution to ACM Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81460656805,
"Sifakis, Joseph",ACM A. M. Turing Award,2007,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100396269,
"Urban, Joseph",ACM Doctoral Dissertation Award,1978,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81461643887,
"Lederberg, Joshua",ACM AAAI Allen Newell Award,1995,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100569506,
"Romero, Joshua",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
"Pearl, Judea",ACM AAAI Allen Newell Award,2003,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100419881,
"Pearl, Judea",ACM A. M. Turing Award,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100419881,
"Olson, Judith S",ACM Athena Lecturer Award,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81350567367,
"Brewer, Judy",ACM Policy Award,2021,North America,https://dl.acm.orgN/A,
"Lorenz, Juergen",ACM Gordon Bell Prize,2006,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81344494215,
"Jones, Julian",ACM Software System Award,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332507181,
"Shun, Julian",ACM Doctoral Dissertation Award,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81498652860,
"Shun, Julian",ACM Paris Kanellakis Theory and Practice Award,2023,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81498652860,
"Maia, Julio",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Kato, Jun",IPSJ/ACM Award for Early Career Contributions to Global Research,2021,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81416606592,
"Iwata, Junichi",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orgN/A,
"Makino, Junichiro",ACM Gordon Bell Prize,2012,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81409596047,
"Hartmanis, Juris",ACM A. M. Turing Award,1993,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100525769,
"Hartmanis, Juris",ACM Distinguished Service Award,2013,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100525769,
"Kumaran, Kalyan",ACM Gordon Bell Prize,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81453625817,
"Madduri, Kamesh",ACM-IEEE CS George Michael Memorial HPC Fellowships,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81317497740,
"Emani, Kameswara Venkatesh",ACM India Doctoral Dissertation Award,2020,Asia,https://dl.acm.orgN/A,
"Sparck-Jones, Karen",ACM AAAI Allen Newell Award,2006,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100555334,
"Sparck-Jones, Karen",ACM Athena Lecturer Award,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100555334,
"Rao, Karthik",ACM/CSTA Cutler-Bell Prize in High School Computing,2015,North America,https://dl.acm.orgN/A,
"Yelick, Katherine",ACM-IEEE CS Ken Kennedy Award,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100059756,
"Yelick, Katherine",ACM Athena Lecturer Award,2013,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100059756,
"Wagner, Kathleen A.",Outstanding Contribution to ACM Award,1978,North America,https://dl.acm.orgN/A,
"Cheshmi, Kazem",ACM-IEEE CS George Michael Memorial HPC Fellowships,2020,Middle East,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=88159498557,
"Minami, Kazuo",ACM Gordon Bell Prize,2011,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100483777,
"Ando, Kazuto",ACM Gordon Bell Prize,2021,Asia,https://dl.acm.orgN/A,
"Fan, Ke",ACM-IEEE CS George Michael Memorial HPC Fellowships,2024,North America,https://dl.acm.orgN/A,
"Choudhary, Keerti",ACM India Doctoral Dissertation Award,2019,Asia,https://dl.acm.orgN/A,
"Nitadori, Keigo",ACM Gordon Bell Prize,2009,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81453639527,
"Nitadori, Keigo",ACM Gordon Bell Prize,2010,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81453639527,
"Nitadori, Keigo",ACM Gordon Bell Prize,2012,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81453639527,
"Bostic, Keith",ACM Software System Award,2020,North America,https://dl.acm.orgN/A,
"Snavely, Keith Noah",ACM Doctoral Dissertation Award,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81443598096,
"Banks, Ken",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2016,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81464672324,
"Yasuoka, Kenji",ACM Gordon Bell Prize,2009,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100346806,
"Batcher, Kenneth E.",ACM-IEEE CS Eckert-Mauchly Award,1990,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100144961,
"Iverson, Kenneth E.",ACM A. M. Turing Award,1979,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100366906,
"McMillan, Kenneth L.",ACM Paris Kanellakis Theory and Practice Award,1998,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100137792,
"Thompson, Kenneth Lane",ACM Programming Systems and Languages Paper Award,1975,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100436668,
"Thompson, Kenneth Lane",ACM A. M. Turing Award,1983,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100436668,
"Thompson, Kenneth Lane",ACM Software System Award,1983,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100436668,
"Mackenzie, Kenneth M.",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100367235,
"Mackenzie, Kenneth M.",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100367235,
"McMillan, Kenneth",ACM Doctoral Dissertation Award,1992,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100137792,
"Curtis, Kent K.",ACM Presidential Award,1987,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100112884,
"Zhou, Keren",ACM-IEEE CS George Michael Memorial HPC Fellowships,2020,Asia,https://dl.acm.orgN/A,
"Pingali, Keshav K",ACM-IEEE CS Ken Kennedy Award,2023,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100554731,
"Mulmuley, Ketan D.",ACM Doctoral Dissertation Award,1986,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332517345,
"Elphinstone, Kevin",ACM Software System Award,2022,Pacific Rim,https://dl.acm.orgN/A,
"Haaland, Kevin",ACM Software System Award,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100476995,
"Bowers, Kevin J.",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81321487451,
"Meng, Kevin",ACM/CSTA Cutler-Bell Prize in High School Computing,2019,North America,https://dl.acm.orgN/A,
"Gott, Kevin N",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Oguri, Kiyoshi",ACM Gordon Bell Prize,2009,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100433142,
"Fagnan, Kjiersten (Kirsten)",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
"Nissim, Kobbi",ACM Paris Kanellakis Theory and Practice Award,2021,North America,https://dl.acm.orgN/A,
"Yatani, Koji",IPSJ/ACM Award for Early Career Contributions to Global Research,2020,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100158260,
"Upadhyay, Kosha",ACM/CSTA Cutler-Bell Prize in High School Computing,2023,North America,https://dl.acm.orgN/A,
"Lindorff-Larsen, Kresten",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81453647890,
"Nygaard, Kristen",ACM A. M. Turing Award,2001,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100392381,
"Mehlhorn, Kurt",ACM Paris Kanellakis Theory and Practice Award,2010,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100071935,
"Walk, Kurt",ACM Programming Systems and Languages Paper Award,1971,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100332553,
"Hippe, Kyle",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Caspersen, Kyle J",ACM Gordon Bell Prize,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81350603962,
"Kelley, Kyle",ACM Software System Award,2017,North America,https://dl.acm.orgN/A,
"Leung, L Ruby",ACM Gordon Bell Prize for Climate Modelling,2023,North America,https://dl.acm.orgN/A,
"Deutsch, L Peter",ACM Software System Award,1992,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100238951,
"Wang, Lanning",ACM Gordon Bell Prize,2016,Asia,https://dl.acm.orgN/A,
"Masinter, Larry M",ACM Software System Award,1992,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100127420,
"Nociolo, Larry",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Breed, Lawrence",ACM Grace Murray Hopper Award,1973,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100146677,
"Larson, Lawrence Edwin",ACM Doctoral Dissertation Award,1980,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81325489035,
"Dhulipala, Laxman",ACM Paris Kanellakis Theory and Practice Award,2023,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=89758632457,
"Gordon, Lee R",ACM Software System Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81414591675,
"Shustek, Leonard J",ACM Distinguished Service Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100603519,
"Adleman, Leonard M.",ACM Paris Kanellakis Theory and Practice Award,1996,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100129131,
"Adleman, Leonard M.",ACM A. M. Turing Award,2002,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100129131,
"Bautista Gomez, Leonardo Arturo",ACM-IEEE CS George Michael Memorial HPC Fellowships,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81467654395,
"Guibas, Leonidas",ACM AAAI Allen Newell Award,2007,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452606669,
"Grinberg, Leopold",ACM Gordon Bell Prize,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81316488584,
"Valiant, Leslie G",ACM A. M. Turing Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100502250,
"Greengard, Leslie",ACM Doctoral Dissertation Award,1987,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100380350,
"Lamport, Leslie",ACM A. M. Turing Award,2013,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100244989,
"Iserovich, Lev",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Lee, Li-Siang",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orgN/A,
"Petersen, Lilian",ACM/CSTA Cutler-Bell Prize in High School Computing,2019,North America,https://dl.acm.orgN/A,
"Chong, Lillian",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Gan, Lin",ACM Gordon Bell Prize,2016,Asia,https://dl.acm.orgN/A,
"Lin, Lin",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Wang, Lin-Wang",ACM Gordon Bell Prize,2008,North America,https://dl.acm.orgN/A,
"Gesenhues, Linda",ACM-IEEE CS George Michael Memorial HPC Fellowships,2018,Latin America,https://dl.acm.orgN/A,
"Petzold, Linda",SIAM/ACM Prize in Computational Science and Engineering,2013,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100199721,
"Zhang, Linfeng",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Moon, Logan",ACM Gordon Bell Prize,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81474698503,
"Ward, Logan",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"McInnes, Lois C",SIAM/ACM Prize in Computational Science and Engineering,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100250250,
"Casalino, Lorenzo",ACM Gordon Bell Prize,2020,North America,https://dl.acm.orgN/A,
"Borman, Lorraine",Outstanding Contribution to ACM Award,1992,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100090160,
"Zadeh, Lotfi",ACM AAAI Allen Newell Award,2000,North America,https://dl.acm.orgN/A,
"Bertagna, Luca",ACM Gordon Bell Prize for Climate Modelling,2023,North America,https://dl.acm.orgN/A,
"Fedeli, Luca",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Liu, Lucy",ACM Gordon Bell Prize,2021,Asia,https://dl.acm.orgN/A,
"Von Ahn, Luis",ACM Grace Murray Hopper Award,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100069810,
"Barroso, Luiz Andre",ACM-IEEE CS Eckert-Mauchly Award,2020,Latin America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100047572,
"Kavraki, Lydia",ACM Grace Murray Hopper Award,2000,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100639859,
"Kavraki, Lydia",ACM Athena Lecturer Award,2017,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100639859,
"Kavraki, Lydia",ACM AAAI Allen Newell Award,2019,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100639859,
"Herbelin, Hugo",ACM Software System Award,2013,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100052794,
"Lynn, M Stuart",Outstanding Contribution to ACM Award,1979,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100140641,
"Sudan, Madhu",ACM Doctoral Dissertation Award,1993,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81336493145,
"Vardhan, Madhurima",ACM-IEEE CS George Michael Memorial HPC Fellowships,2020,Asia,https://dl.acm.orgN/A,
"Satyanarayanan, Mahadev",ACM Software System Award,2016,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100065427,
"Mataric, Maja",ACM Athena Lecturer Award,2024,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452618057,
"Taiji, Makoto",ACM Gordon Bell Prize,2006,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100324844,
"Taiji, Makoto",ACM Gordon Bell Prize,2009,Asia,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100324844,
"Tsubokura, Makoto",ACM Gordon Bell Prize,2021,Asia,https://dl.acm.orgN/A,
"Raghavan, Manish",ACM Doctoral Dissertation Award,2021,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=87658651857,
"Agarwal, Manoj",ACM India Doctoral Dissertation Award,2018,Asia,https://dl.acm.orgN/A,
"Katevenis, Manolis G.H.",ACM Doctoral Dissertation Award,1984,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81461649434,
"Blum, Manuel",ACM A. M. Turing Award,1995,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100159946,
"Andreessen, Marc",ACM Software System Award,1995,North America,https://dl.acm.orgN/A,
"Brown, Marc H.",ACM Doctoral Dissertation Award,1987,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332491195,
"Rotenberg, Marc",ACM Policy Award,2020,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100193435,
"Copik, Marcin",ACM-IEEE CS George Michael Memorial HPC Fellowships,2022,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=99659165688,
"Boden, Margaret A.",ACM AAAI Allen Newell Award,2017,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100376576,
"Martonosi, Margaret",ACM-IEEE CS Eckert-Mauchly Award,2021,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100542224,
"Martonosi, Margaret",ACM Frances E. Allen Award for Outstanding Mentoring,2023,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100542224,
"Seltzer, Margo",ACM Software System Award,2020,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100191655,
"Seltzer, Margo",ACM Athena Lecturer Award,2023,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100191655,
"Horowitz, Mark A",ACM-IEEE CS Eckert-Mauchly Award,2022,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100480527,
"Taylor, Mark A",ACM Gordon Bell Prize for Climate Modelling,2023,North America,https://dl.acm.orgN/A,
"Hill, Mark D.",ACM-IEEE CS Eckert-Mauchly Award,2019,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100455115,
"Giampapa, Mark",ACM Gordon Bell Prize,2006,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452616905,
"Moraes, Mark",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81321488199,
"Moraes, Mark",ACM Gordon Bell Prize,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81321488199,
"Silberstein, Mark",ACM-IEEE CS George Michael Memorial HPC Fellowships,2009,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100347907,
"Trakhtenbrot, Mark",ACM Software System Award,2007,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100515696,
"Weiss, Mark",ACM Karl V. Karlstrom Outstanding Educator Award,2021,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81339535805,
"Eisenbach, Markus",ACM Gordon Bell Prize,2008,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81490666191,
"Eisenbach, Markus",ACM Gordon Bell Prize,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81490666191,
"Hohnerbach, Markus",ACM-IEEE CS George Michael Memorial HPC Fellowships,2018,Europe,https://dl.acm.orgN/A,
"Casado, Martin",ACM Grace Murray Hopper Award,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100383891,
"Schulz, Martin",ACM Gordon Bell Prize,2006,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100314867,
"Minsky, Marvin",ACM A. M. Turing Award,1969,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81336491376,
"Irwin, Mary Jane",ACM Distinguished Service Award,2005,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81350580816,
"Irwin, Mary Jane",ACM Athena Lecturer Award,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81350580816,
"Soffa, Mary Lou",ACM-IEEE CS Ken Kennedy Award,2012,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81452611636,
"Ishii, Masado Alexander",ACM-IEEE CS George Michael Memorial HPC Fellowships,2022,North America,https://dl.acm.orgN/A,
"Fatica, Massimiliano",ACM Gordon Bell Prize,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81414600609,
"Fatica, Massimiliano",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
"Bernaschi, Massimo",ACM Gordon Bell Prize,2011,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100654246,
"Zaharia, Matei Alexandru",ACM Doctoral Dissertation Award,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81458653896,
"Valero, Mateo",ACM Distinguished Service Award,2012,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100002744,
"Valero, Mateo",ACM-IEEE CS Eckert-Mauchly Award,2007,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100002744,
"Luisier, Mathieu",ACM Gordon Bell Prize,2011,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81384601672,
"Luisier, Mathieu",ACM Gordon Bell Prize,2019,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81384601672,
"Blumrich, Matt",ACM Gordon Bell Prize,2006,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81332490424,
"Kaufmann, Matt",ACM Software System Award,2005,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100003620,
"Edwards, Matthew",ACM/CSTA Cutler-Bell Prize in High School Computing,2015,North America,https://dl.acm.orgN/A,
"Knepley, Matthew",SIAM/ACM Prize in Computational Science and Engineering,2015,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81309505221,
"Norman, Matthew R",ACM Gordon Bell Prize for Climate Modelling,2023,North America,https://dl.acm.orgN/A,
"Norman, Matthew R.",ACM-IEEE CS George Michael Memorial HPC Fellowships,2010,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81477643461,
"Bussonnier, Matthias",ACM Software System Award,2017,North America,https://dl.acm.orgN/A,
"Felleisen, Matthias",ACM Karl V. Karlstrom Outstanding Educator Award,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100323458,
"Shukla, Maulik",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Korish, Maurice",ACM/CSTA Cutler-Bell Prize in High School Computing,2020,North America,https://dl.acm.orgN/A,
"Wilkes, Maurice V.",ACM A. M. Turing Award,1967,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100297470,
"Wilkes, Maurice V.",ACM-IEEE CS Eckert-Mauchly Award,1980,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100297470,
"Karchmer, Mauricio",ACM Doctoral Dissertation Award,1988,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100557371,
"Bisson, Mauro",ACM Gordon Bell Prize,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81488658374,
"Zvyagin, Maxim",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Zvyagin, Maxim",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orgN/A,
"Mudigonda, Mayur",ACM Gordon Bell Prize,2018,North America,https://dl.acm.orgN/A,
"Balakrishnan, Meenakshi",ACM Eugene L. Lawler Award for Humanitarian Contributions within Computer Science and Informatics,2018,Asia,https://dl.acm.orgN/A,
"Sahami, Mehran",ACM Presidential Award,2014,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100110334,
"Rosenblum, Mendel",ACM Doctoral Dissertation Award,1992,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100493063,
"Rosenblum, Mendel",ACM Software System Award,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100493063,
"Rosenblum, Mendel","ACM Charles P. ""Chuck"" Thacker Breakthrough in Computing Award",2018,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100493063,
"Hidayetoglu, Mert",ACM-IEEE CS George Michael Memorial HPC Fellowships,2021,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=99659480978,
"Jordan, Michael  I.",ACM AAAI Allen Newell Award,2009,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81339507945,
"Burrows, Michael",ACM Paris Kanellakis Theory and Practice Award,2022,North America,https://dl.acm.orgN/A,
"Ernst, Michael D.",ACM Doctoral Dissertation Award,2000,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100204056,
"Caspersen, Michael E.",ACM Karl V. Karlstrom Outstanding Educator Award,2022,Europe,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100366915,
"Papka, Michael E.",ACM Gordon Bell Prize,2011,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100034975,
"Papka, Michael E.",ACM Gordon Bell Prize,2022,North America,https://dl.acm.orghttps://dl.acm.org/author_page.cfm?id=81100034975,
